customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
0862-PRCBS,Female,0.0,Yes,Yes,0.9444444444444444,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,1.0,Yes,Credit card (automatic),0.8507462686567164,0.8101373182552504
8812-ZRHFP,Female,0.0,Yes,Yes,0.4166666666666667,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,0.5,No,Electronic check,0.6786069651741293,0.29070505423494114
5146-CBVOE,Female,0.0,No,No,0.2222222222222222,Yes,No,Fiber optic,No,Yes,No,No,No,No,0.0,No,Bank transfer (automatic),0.5656716417910447,0.13778559889222247
0454-OKRCT,Male,0.0,No,No,0.4583333333333333,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,1.0,No,Bank transfer (automatic),0.6203980099502487,0.3037502884837295
5787-KXGIY,Male,0.0,Yes,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Credit card (automatic),0.010447761194029858,0.14839603046388183
4750-ZRXIU,Female,1.0,No,No,0.05555555555555555,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0.0,Yes,Electronic check,0.6601990049751243,0.03938379875375029
4198-VFOEA,Female,0.0,No,No,0.16666666666666666,No,No phone service,DSL,Yes,No,No,Yes,No,No,0.5,Yes,Mailed check,0.1527363184079602,0.04807869836141242
6630-UJZMY,Female,1.0,Yes,No,0.05555555555555555,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,0.0,Yes,Electronic check,0.6467661691542289,0.033377567505192704
5709-LVOEQ,Female,0.0,Yes,Yes,0.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,1.0,No,Mailed check,0.6228855721393034,0.26130861306737424
6400-BWQKW,Female,0.0,No,No,0.08333333333333333,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,0.0,Yes,Electronic check,0.6049751243781094,0.0479690745441957
2692-AQCPF,Female,0.0,Yes,No,0.9027777777777778,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.5,Yes,Credit card (automatic),0.8935323383084577,0.8193053311793215
0347-UBKUZ,Female,0.0,No,No,0.20833333333333334,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Mailed check,0.01641791044776118,0.034808446803600276
0835-DUUIQ,Female,0.0,No,Yes,0.3333333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Bank transfer (automatic),0.027860696517412943,0.05916801292407108
0811-GSDTP,Female,0.0,No,Yes,0.18055555555555555,No,No phone service,DSL,No,Yes,No,No,No,No,0.0,No,Electronic check,0.11840796019900496,0.04193399492268636
7567-ECMCM,Male,0.0,No,No,0.3333333333333333,Yes,No,Fiber optic,No,No,No,No,No,Yes,0.0,Yes,Credit card (automatic),0.6129353233830845,0.22873297945995846
6115-ZTBFQ,Female,0.0,Yes,No,1.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1.0,No,Bank transfer (automatic),0.4701492537313433,0.5655319639972305
6353-BRMMA,Female,0.0,Yes,Yes,0.75,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,0.0,Yes,Bank transfer (automatic),0.854228855721393,0.6493191783983383
6680-WKXRZ,Female,0.0,No,No,0.041666666666666664,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,No,Bank transfer (automatic),0.5587064676616916,0.02273251788599123
6231-WFGFH,Male,0.0,Yes,Yes,0.05555555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,Yes,Mailed check,0.022388059701492536,0.00678513731825525
9904-EHEVJ,Female,1.0,Yes,Yes,0.4444444444444444,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,0.0,Yes,Mailed check,0.727363184079602,0.3320736210477729
7028-DVOIQ,Male,1.0,No,No,0.4861111111111111,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0.0,Yes,Electronic check,0.8039800995024875,0.38968382183244865
6169-PPETC,Male,0.0,Yes,Yes,0.4861111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Bank transfer (automatic),0.022388059701492536,0.08545465035771983
4208-UFFGW,Male,1.0,No,No,0.027777777777777776,Yes,No,DSL,No,No,No,No,No,No,0.0,No,Mailed check,0.2656716417910448,0.00765635818139857
8584-KMVXD,Female,0.0,No,No,0.1111111111111111,Yes,No,Fiber optic,No,Yes,No,No,No,No,0.0,No,Electronic check,0.5706467661691542,0.05962958689129933
8467-WYNSR,Male,0.0,No,No,0.3055555555555556,Yes,No,DSL,Yes,No,No,Yes,No,No,0.0,No,Mailed check,0.3666666666666667,0.1424359566120471
0851-DFJKB,Female,0.0,No,No,0.20833333333333334,Yes,No,DSL,Yes,No,Yes,Yes,No,No,0.0,No,Electronic check,0.4049751243781095,0.10804869605354259
5382-SOYZL,Male,0.0,No,No,0.3055555555555556,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.0,Yes,Electronic check,0.7646766169154229,0.24738056773597966
9448-REEVD,Male,0.0,Yes,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,0.0,No,Credit card (automatic),0.2631840796019901,0.002988691437802908
3261-CQXOL,Female,0.0,Yes,Yes,0.9861111111111112,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Bank transfer (automatic),0.07164179104477611,0.20707939072236325
8388-FYNPZ,Male,0.0,No,No,0.05555555555555555,Yes,No,DSL,Yes,No,Yes,No,No,No,0.0,No,Electronic check,0.38308457711442784,0.0261193168705285
4002-BQWPQ,Male,0.0,No,No,0.3472222222222222,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,0.0,No,Bank transfer (automatic),0.6318407960199005,0.23194091853219478
5651-YLPRD,Female,0.0,Yes,Yes,0.4444444444444444,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,0.0,Yes,Electronic check,0.6751243781094527,0.31213362566351255
2826-DXLQO,Male,1.0,Yes,No,0.09722222222222222,No,No phone service,DSL,Yes,No,No,No,No,No,0.0,No,Bank transfer (automatic),0.11492537313432837,0.023269097622894065
4378-BZYFP,Male,0.0,No,No,0.2361111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,Yes,Mailed check,0.022388059701492536,0.04004154165705054
9489-UTFKA,Male,1.0,Yes,No,0.1111111111111111,Yes,No,DSL,Yes,No,No,No,Yes,No,0.0,No,Bank transfer (automatic),0.4243781094527363,0.06152204015693516
4849-PYRLQ,Female,1.0,No,No,0.7777777777777778,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,1.0,No,Bank transfer (automatic),0.5472636815920398,0.46565889683821826
9889-TMAHG,Male,1.0,No,No,0.1111111111111111,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,0.0,No,Credit card (automatic),0.8164179104477611,0.09387837525963537
4541-RMRLG,Male,0.0,No,No,0.09722222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Electronic check,0.009950248756218905,0.010789291483960305
7764-BDPEE,Male,0.0,No,Yes,0.041666666666666664,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Mailed check,0.025870646766169167,0.0048292176321255475
3429-IFLEM,Female,0.0,No,No,0.9861111111111112,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,1.0,No,Credit card (automatic),0.5880597014925373,0.6382760212324026
3158-MOERK,Female,0.0,No,No,0.027777777777777776,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.0,Yes,Electronic check,0.7736318407960199,0.018001384721901683
7294-TMAOP,Female,0.0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0.0,No,Electronic check,0.7194029850746269,0.008279483037156704
5002-GCQFH,Male,0.0,Yes,No,0.6805555555555556,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,0.0,Yes,Bank transfer (automatic),0.7522388059701492,0.5439995384260328
0556-FJEGU,Male,0.0,No,No,0.8055555555555556,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,1.0,No,Bank transfer (automatic),0.5159203980099502,0.4650530810062312
8919-FYFQZ,Male,1.0,Yes,No,0.6111111111111112,No,No phone service,DSL,No,Yes,No,No,No,No,0.0,Yes,Electronic check,0.12039800995024877,0.15473113316408957
0604-THJFP,Female,0.0,Yes,Yes,0.8194444444444444,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,1.0,Yes,Credit card (automatic),0.5741293532338309,0.5219882298638358
2834-JRTUA,Male,0.0,No,No,0.9861111111111112,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,1.0,Yes,Electronic check,0.8935323383084577,0.8669916916685898
5875-YPQFJ,Male,0.0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,0.0,Yes,Electronic check,0.5139303482587065,0.0058966074313408735
5879-SESNB,Female,0.0,No,No,0.1527777777777778,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,No,Electronic check,0.5671641791044776,0.10037502884837296
6646-QVXLR,Male,1.0,Yes,No,0.8611111111111112,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.5,Yes,Electronic check,0.8507462686567164,0.734427648280637
6461-PPAXN,Female,0.0,Yes,Yes,0.4861111111111111,Yes,No,DSL,Yes,No,No,Yes,No,No,0.5,Yes,Bank transfer (automatic),0.36517412935323385,0.2189245326563582
3318-ISQFQ,Female,0.0,No,No,0.2777777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,Yes,Bank transfer (automatic),0.012437810945273632,0.04548811447034387
1106-HRLKZ,Male,0.0,Yes,Yes,0.5555555555555556,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Mailed check,0.013432835820895536,0.09117816755135011
2483-XSSMZ,Female,0.0,No,No,0.5416666666666666,Yes,No,DSL,Yes,No,No,No,No,No,0.5,Yes,Electronic check,0.2945273631840796,0.21550888529886916
8603-IJWDN,Male,0.0,No,No,0.013888888888888888,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0.0,Yes,Electronic check,0.6800995024875621,0.007823678744518808
8165-ZJRNM,Female,0.0,Yes,Yes,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Bank transfer (automatic),0.05472636815920398,0.19160512347103623
9369-XFEHK,Female,1.0,Yes,No,0.4583333333333333,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,0.0,Yes,Bank transfer (automatic),0.6203980099502487,0.30437341333948764
2604-XVDAM,Female,0.0,No,No,0.16666666666666666,Yes,No,DSL,No,No,No,No,No,No,0.0,No,Bank transfer (automatic),0.25422885572139303,0.06025271174705748
3717-OFRTN,Male,0.0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Bank transfer (automatic),0.014925373134328358,0.0001096238172167089
9046-JBFWA,Male,0.0,No,Yes,0.375,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Mailed check,0.008955223880597002,0.05983729517655205
3280-NMUVX,Male,0.0,Yes,Yes,0.4722222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Credit card (automatic),0.013432835820895536,0.07615970459266097
1206-EHBDD,Female,0.0,Yes,No,0.7777777777777778,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,1.0,No,Bank transfer (automatic),0.617412935323383,0.5186764366489729
8361-LBRDI,Female,0.0,No,No,0.8055555555555556,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Credit card (automatic),0.06069651741293534,0.16213362566351258
4883-KCPZJ,Female,0.0,Yes,Yes,0.3055555555555556,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Credit card (automatic),0.06965174129353234,0.06192014770366951
9108-EQPNQ,Female,0.0,Yes,Yes,0.1388888888888889,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Credit card (automatic),0.07810945273631842,0.023857604431110086
7277-KAMWT,Male,0.0,No,No,0.18055555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Credit card (automatic),0.017412935323383085,0.028807985229633046
3842-IYKUE,Female,0.0,No,No,0.4861111111111111,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,0.0,No,Credit card (automatic),0.6671641791044776,0.33449111470113085
6641-XRPSU,Female,0.0,No,No,0.4722222222222222,Yes,No,Fiber optic,No,No,No,No,No,No,0.0,Yes,Credit card (automatic),0.5149253731343284,0.2766328179090699
1374-DMZUI,Female,1.0,No,No,0.05555555555555555,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.0,Yes,Electronic check,0.7567164179104477,0.04680936995153473
2545-LXYVJ,Male,0.0,Yes,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Bank transfer (automatic),0.024378109452736312,0.17000923147934455
3234-VKACU,Male,0.0,No,No,0.027777777777777776,Yes,No,DSL,No,No,No,Yes,Yes,Yes,0.0,No,Electronic check,0.517910447761194,0.013108700669282254
8357-EQXFO,Female,0.0,No,No,0.09722222222222222,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,0.0,Yes,Electronic check,0.7671641791044775,0.07409416108931456
1989-PRJHP,Male,1.0,Yes,No,0.375,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,Yes,Electronic check,0.5696517412935324,0.21638010616201248
8120-JDCAM,Male,0.0,Yes,Yes,0.05555555555555555,Yes,No,Fiber optic,No,No,No,No,No,No,0.0,Yes,Mailed check,0.5104477611940298,0.030706208169859216
8917-FAEMR,Female,0.0,No,No,0.5138888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Mailed check,0.01592039800995026,0.08832794830371568
7047-YXDMZ,Male,0.0,No,No,0.2916666666666667,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Mailed check,0.017412935323383085,0.04603046388183706
2858-EIMXH,Female,1.0,Yes,No,0.7361111111111112,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.5,Yes,Credit card (automatic),0.772139303482587,0.5766732056312024
9524-EGPJC,Female,0.0,No,No,0.25,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,0.0,Yes,Electronic check,0.7149253731343284,0.1839314562658666
6993-OHLXR,Female,0.0,No,No,0.027777777777777776,Yes,No,Fiber optic,No,No,No,No,No,No,0.0,No,Electronic check,0.5044776119402985,0.011648972997922917
8818-XYFCQ,Male,0.0,Yes,Yes,0.4444444444444444,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0.0,Yes,Credit card (automatic),0.808955223880597,0.3676263558735287
6419-ZTTLE,Male,1.0,Yes,No,0.3194444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,Yes,Electronic check,0.024875621890547265,0.053819524578813754
0929-HYQEW,Male,0.0,No,No,0.041666666666666664,Yes,No,DSL,Yes,No,No,No,No,No,0.0,Yes,Mailed check,0.31741293532338305,0.016391645511193167
6614-YOLAC,Female,0.0,Yes,Yes,0.9861111111111112,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,1.0,No,Mailed check,0.40199004975124375,0.4761654742672513
7426-RHZGU,Male,0.0,No,No,0.125,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,0.0,Yes,Bank transfer (automatic),0.772636815920398,0.09331294714978076
4065-JJAVA,Female,0.0,No,No,0.013888888888888888,Yes,No,DSL,No,Yes,No,No,No,No,0.0,No,Electronic check,0.31094527363184077,0.0035425801984768058
4695-VADHF,Male,0.0,Yes,Yes,0.25,Yes,No,DSL,No,No,Yes,No,No,Yes,0.0,No,Electronic check,0.3900497512437811,0.1121682437110547
3863-IUBJR,Male,0.0,Yes,Yes,0.16666666666666666,Yes,No,DSL,No,No,No,No,No,Yes,0.5,No,Credit card (automatic),0.3522388059701492,0.07818486037387493
7649-SIJJF,Male,0.0,Yes,No,0.9861111111111112,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,1.0,Yes,Mailed check,0.6154228855721392,0.6423494114931917
9361-YNQWJ,Female,0.0,No,No,0.8888888888888888,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,Yes,Bank transfer (automatic),0.061194029850746255,0.18259866143549505
3748-FVMZZ,Male,0.0,No,No,0.05555555555555555,No,No phone service,DSL,No,No,No,Yes,No,Yes,0.0,Yes,Electronic check,0.2169154228855721,0.016576275098084466
9391-TTOYH,Female,0.0,No,No,0.3194444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,Yes,Mailed check,0.012437810945273632,0.05208862220170782
1452-XRSJV,Female,0.0,Yes,Yes,0.5416666666666666,Yes,No,DSL,Yes,No,No,No,No,No,0.0,No,Credit card (automatic),0.32636815920398005,0.2362335564274175
3422-WJOYD,Male,0.0,Yes,No,0.3888888888888889,Yes,No,DSL,Yes,No,No,Yes,No,No,0.5,No,Mailed check,0.3592039800995025,0.16243364874221095
8242-SOQUO,Female,1.0,No,No,0.06944444444444445,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,0.0,Yes,Electronic check,0.6611940298507463,0.0431225478882991
7460-ITWWP,Female,1.0,Yes,No,0.625,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,0.0,Yes,Electronic check,0.6751243781094527,0.44341680129240707
7147-AYBAA,Male,0.0,No,No,0.5138888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,0.0,Yes,Mailed check,0.5184079601990049,0.292418647588276
7868-TMWMZ,Female,1.0,Yes,No,0.8333333333333334,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Bank transfer (automatic),0.9129353233830846,0.7673147934456497
4822-RVYBB,Male,1.0,No,No,0.1111111111111111,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0.0,Yes,Electronic check,0.8194029850746268,0.09238402954073391
6732-FZUGP,Female,0.0,No,No,0.6527777777777778,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,0.5,No,Credit card (automatic),0.7626865671641792,0.5304004154165705
8436-BJUMM,Male,0.0,Yes,Yes,0.3611111111111111,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,0.0,Yes,Electronic check,0.6517412935323383,0.23676436648972995
4184-TJFAN,Female,1.0,Yes,Yes,0.041666666666666664,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,0.0,Yes,Mailed check,0.6970149253731343,0.029419570736210477
8329-GWVPJ,Female,0.0,Yes,Yes,0.6944444444444444,Yes,No,Fiber optic,No,No,No,No,No,No,0.0,Yes,Bank transfer (automatic),0.5124378109452736,0.408366028156012
1352-VHKAJ,Male,0.0,Yes,Yes,0.375,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,0.0,No,Bank transfer (automatic),0.5308457711442786,0.22366720516962843
4145-UQXUQ,Female,1.0,No,No,0.1111111111111111,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,0.0,Yes,Electronic check,0.7348258706467661,0.0820620816985922
2632-TACXW,Female,0.0,Yes,No,0.8611111111111112,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Bank transfer (automatic),0.053731343283582075,0.16131433187168245
8146-QQKZH,Female,0.0,Yes,No,0.9861111111111112,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,1.0,No,Bank transfer (automatic),0.6328358208955224,0.6814678052157858
1767-CJKBA,Male,0.0,No,No,0.9166666666666666,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Mailed check,0.06815920398009952,0.19373413339487655
6445-TNRXS,Male,0.0,Yes,Yes,0.9444444444444444,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Bank transfer (automatic),0.9597014925373135,0.9036522040156936
4581-LNWUM,Female,0.0,No,No,0.18055555555555555,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,0.0,No,Electronic check,0.3074626865671642,0.07276713593353334
4869-EPIUS,Male,0.0,Yes,No,0.7777777777777778,Yes,No,Fiber optic,No,No,No,No,No,Yes,0.5,Yes,Electronic check,0.6233830845771144,0.5237364412647126
9948-YPTDG,Male,0.0,Yes,No,0.5277777777777778,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,0.0,Yes,Electronic check,0.6089552238805971,0.34551696284329564
1236-WFCDV,Male,1.0,No,No,0.19444444444444445,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0.0,No,Credit card (automatic),0.718407960199005,0.14393030233094853
1915-OAKWD,Female,0.0,No,Yes,0.2222222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,Yes,Bank transfer (automatic),0.010447761194029858,0.039412647126702054
7296-PIXQY,Female,0.0,Yes,Yes,0.19444444444444445,Yes,No,Fiber optic,No,No,No,No,No,No,0.0,No,Electronic check,0.5169154228855721,0.1185898915301177
4883-QICIH,Male,0.0,Yes,Yes,0.4444444444444444,Yes,No,Fiber optic,No,No,No,No,No,No,0.0,Yes,Bank transfer (automatic),0.5124378109452736,0.26876298176782826
3354-OADJP,Female,0.0,No,No,0.1111111111111111,Yes,No,DSL,Yes,No,No,Yes,No,No,0.5,No,Bank transfer (automatic),0.3582089552238806,0.04949803831063928
3524-WQDSG,Female,0.0,Yes,Yes,0.5972222222222222,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0.0,Yes,Bank transfer (automatic),0.8064676616915423,0.4836314331871682
0810-DHDBD,Female,0.0,No,No,0.7222222222222222,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,0.5,No,Credit card (automatic),0.554726368159204,0.4452861758596815
4026-SKKHW,Male,0.0,No,No,0.041666666666666664,Yes,No,DSL,No,No,No,Yes,No,No,0.0,Yes,Mailed check,0.31840796019900497,0.015405031156242787
